類別	代碼	名稱	法人進出	"人壽金控
進出"	"400張以上
增減"	"千張以上
增減"	"內部大戶
增減"	"400張以上
增減占比"	"千張以上
增減占比"	"內部大戶
增減占比"	"內部大戶
買賣超"	外資	投信	"內部大戶
半年內持股"	股價	股價漲幅
櫃生技	4138	曜亞	27.0	0.0	0.0	0	-19	0.00%	0.00%	-0.06%	連二週賣超	連二週買超		創新低	49.55	-3.79%
紡織	4439	冠星-KY	-8.0	0.0	-26.0	-15	-20	-0.08%	-0.05%	-0.06%	連二週賣超	買轉賣			143.5	-4.01%
航運	2608	嘉里大榮	688.0	0.0	-94.0	233	-298	-0.02%	0.05%	-0.06%	連二週賣超	連三週買超			40.95	-2.27%
櫃化工	4754	國碳科	-2.0	0.0	-14.0	-15	-12	-0.07%	-0.08%	-0.06%	連三週賣超	買轉賣			57.3	2.87%
貿易百貨	2601	益航	971.0	0.0	-273.0	378	-404	-0.04%	0.06%	-0.06%	連三週賣超	連二週買超			9.57	-4.78%
紡織	4414	如興	911.0	0.0	-3093.0	180	-579	-0.34%	0.02%	-0.06%	連二週賣超	連三週買超			11.1	8.82%
櫃資服	5201	凱衛	14.0	0.0	-53.0	-9	-20	-0.17%	-0.03%	-0.07%	買轉賣	連三週買超			32.0	0.00%
水泥	1104	環泥	295.0	0.0	259.0	-196	-433	0.04%	-0.03%	-0.07%	連二週賣超	連二週買超			17.7	-1.67%
資訊服務	2468	華經	63.0	0.0	-1060.0	0	-47	-1.52%	0.00%	-0.07%	連三週賣超	連二週買超		創新低	13.95	9.41%
航運	2618	長榮航	-11299.0	0.0	-14821.0	-14560	-3262	-0.31%	-0.30%	-0.07%	買轉賣	連三週賣超	賣轉買		11.5	-4.96%
櫃生技	1781	合世	38.0	0.0	-94.0	-4	-32	-0.20%	-0.01%	-0.07%	連三週賣超	連三週買超			23.7	40.65%
櫃文創	6169	昱泉	23.0	0.0	0.0	0	-16	0.00%	0.00%	-0.07%	買轉賣	賣轉買			38.55	-1.53%
櫃電零	8093	保銳	-1.0	0.0	-21.0	-44	-44	-0.03%	-0.07%	-0.07%	買轉賣	連二週賣超			5.75	10.15%
其它電子	6283	淳安	38.0	0.0	-73.0	-74	-102	-0.05%	-0.05%	-0.07%	連三週賣超	連三週買超		創新低	23.35	-2.10%
紡織	1447	力鵬	323.0	0.0	-50.0	-365	-636	-0.01%	-0.04%	-0.07%	買轉賣	賣轉買			6.35	0.63%
光電	4976	佳凌	111.0	0.0	163.0	0	-83	0.14%	0.00%	-0.07%	連二週賣超	賣轉買			18.25	-7.36%
其他	3040	遠見	61.0	0.0	0.0	0	-44	0.00%	0.00%	-0.07%	買轉賣	賣轉買			36.25	-6.57%
電子零組件	6197	佳必琪	-32.0	0.0	-498.0	-109	-86	-0.41%	-0.09%	-0.07%	買轉賣	買轉賣			32.85	-3.24%
櫃半導	6233	旺玖	79.0	0.0	-475.0	0	-59	-0.58%	0.00%	-0.07%	連二週賣超	連二週買超			10.9	-3.54%
其他	8422	可寧衛	117.0	0.0	-1.0	-21	-78	-0.00%	-0.02%	-0.07%	連二週賣超	賣轉買	連二週買超		163.0	-0.61%
櫃食品	4207	環泰	4.0	0.0	324.0	-121	-124	0.19%	-0.07%	-0.07%	連三週賣超	連三週買超			10.8	-3.14%
其他	9940	信義	113.0	0.0	269.0	-442	-533	0.04%	-0.06%	-0.07%	連三週賣超				27.35	-3.87%
電子零組件	2476	鉅祥	-409.0	0.0	-976.0	-443	-134	-0.53%	-0.24%	-0.07%	連三週賣超	連三週賣超			20.2	-1.94%
通信網路	3704	合勤控	72.0	0.0	1379.0	-264	-321	0.31%	-0.06%	-0.07%	買轉賣	賣轉買			16.25	-4.69%
紡織	1409	新纖	426.0	0.0	-493.0	-809	-1194	-0.03%	-0.05%	-0.07%	買轉賣	賣轉買			10.7	-4.89%
營建	9946	三發地產	-295.0	0.0	467.0	-451	-223	0.16%	-0.15%	-0.07%	買轉賣	連三週賣超			15.25	-0.65%
櫃半導	8040	九暘電	68.0	0.0	23.0	0	-50	0.03%	0.00%	-0.07%	連三週賣超	連三週買超			15.45	-9.38%
櫃電零	3092	鴻碩	-117.0	0.0	-226.0	-141	-56	-0.30%	-0.19%	-0.08%	連三週賣超	買轉賣			41.2	-6.79%
櫃電零	8147	正淩	-18.0	0.0	-51.0	-36	-23	-0.17%	-0.12%	-0.08%	買轉賣	連三週賣超			40.5	11.42%
其它電子	2464	盟立	-64.0	0.0	216.0	-195	-148	0.11%	-0.10%	-0.08%	連二週賣超	買轉賣			37.1	-2.62%
櫃其他	6616	特昇-KY	-1.0	0.0	-19.0	-18	-18	-0.08%	-0.08%	-0.08%	連三週賣超	連二週賣超			26.0	-4.76%
櫃電零	6175	立敦	-4.0	0.0	-279.0	-109	-105	-0.20%	-0.08%	-0.08%	連三週賣超	連二週賣超			19.5	5.69%
紡織	1455	集盛	217.0	0.0	-321.0	-305	-481	-0.05%	-0.05%	-0.08%	買轉賣	連二週買超			6.96	-2.93%
櫃光電	8049	晶采	-65.0	0.0	-1159.0	-141	-93	-0.98%	-0.12%	-0.08%	連三週賣超	買轉賣		創新低	21.6	-2.48%
營建	5531	鄉林	336.0	0.0	262.0	-491	-774	0.03%	-0.05%	-0.08%	買轉賣	賣轉買			9.07	-2.68%
櫃半導	6237	驊訊	-213.0	0.0	-653.0	-221	-63	-0.83%	-0.28%	-0.08%	買轉賣	買轉賣			28.0	-6.51%
櫃化工	4716	大立	0.0	0.0	-215.0	-60	-60	-0.29%	-0.08%	-0.08%	連三週賣超				14.1	0.00%
櫃油電	8908	欣雄	0.0	0.0	-183.0	-144	-144	-0.10%	-0.08%	-0.08%	連三週賣超			創新低	46.55	-0.43%
光電	3051	力特	0.0	0.0	-151.0	-260	-260	-0.05%	-0.08%	-0.08%	連二週賣超				3.84	1.86%
櫃生技	3118	進階	36.0	0.0	29.0	0	-26	0.09%	0.00%	-0.08%	連二週賣超	連二週買超		創新低	33.65	3.54%
汽車	2115	六暉-KY	11.0	0.0	-68.0	-60	-69	-0.08%	-0.07%	-0.08%	買轉賣	賣轉買			40.2	-1.35%
光電	6226	光鼎	-43.0	0.0	-186.0	-126	-93	-0.16%	-0.11%	-0.08%	買轉賣	連三週賣超		創新低	7.86	-3.68%
櫃電零	5488	松普	-9.0	0.0	320.0	-82	-75	0.35%	-0.09%	-0.08%	買轉賣	連二週賣超			5.51	-6.93%
鋼鐵	2012	春雨	14.0	0.0	-230.0	-230	-240	-0.08%	-0.08%	-0.08%	連二週賣超	連二週買超		創新低	17.25	-2.54%
電機	4532	瑞智	47.0	-15.0	-413.0	-403	-425	-0.08%	-0.08%	-0.08%	連三週賣超	連二週買超		創新低	16.9	-5.59%
油電燃氣	8926	台汽電	334.0	0.0	1093.0	-235	-498	0.19%	-0.04%	-0.08%	買轉賣	連三週買超			37.35	-0.93%
櫃紡織	4432	銘旺實	3.0	0.0	-467.0	-40	-43	-0.92%	-0.08%	-0.08%	連三週賣超			創新低	12.85	-0.39%
櫃光電	3623	富晶通	-1.0	0.0	-26.0	-26	-25	-0.09%	-0.09%	-0.09%	連三週賣超	買轉賣		創新低	15.7	-1.26%
生技醫療	1734	杏輝	194.0	0.0	1186.0	0	-145	0.71%	0.00%	-0.09%	買轉賣	賣轉買			24.15	9.52%
櫃生技	4102	永日	39.0	0.0	-9.0	-8	-37	-0.02%	-0.02%	-0.09%	買轉賣	賣轉買			27.35	22.65%
貿易百貨	2915	潤泰全	-2238.0	0.0	-2214.0	0	-501	-0.39%	0.00%	-0.09%	買轉賣	連三週賣超			69.0	1.02%
半導體	2363	矽統	-1604.0	0.0	-4159.0	-1772	-492	-0.75%	-0.32%	-0.09%	連三週賣超	連三週賣超		創新低	12.05	-4.74%
櫃他電	6238	勝麗	129.0	0.0	33.0	-475	-51	0.06%	-0.83%	-0.09%	買轉賣	連二週買超			173.5	6.44%
櫃光電	3490	單井	77.0	0.0	52.0	5	-51	0.09%	0.01%	-0.09%	連二週賣超	連二週買超			19.5	-8.67%
電子零組件	2327	國巨	-3908.0	-772.0	-3445.0	-789	-442	-0.70%	-0.16%	-0.09%	買轉賣	買轉賣	連三週賣超		381.0	-1.68%
觀光	2722	夏都	0.0	0.0	-286.0	-100	-100	-0.26%	-0.09%	-0.09%	連三週賣超				34.3	-7.30%
資訊服務	2453	凌群	110.0	0.0	1086.0	-9	-92	1.09%	-0.01%	-0.09%	買轉賣	賣轉買			17.3	0.87%
橡膠	2105	正新	1687.0	0.0	-766.0	-1296	-2984	-0.02%	-0.04%	-0.09%	買轉賣	連二週買超	連二週賣超		34.45	-0.86%
櫃化工	4714	永捷	128.0	0.0	492.0	0	-96	0.47%	0.00%	-0.09%	連三週賣超	賣轉買		創新低	14.3	-7.14%
貿易百貨	5907	大洋-KY	9.0	0.0	-270.0	-175	-182	-0.14%	-0.09%	-0.09%	連三週賣超	連二週買超			24.45	-1.01%
櫃電機	2066	世德	0.0	0.0	-34.0	21	-34	-0.09%	0.06%	-0.09%	買轉賣				55.2	-3.66%
電子通路	3312	弘憶股	-260.0	0.0	-1789.0	-306	-111	-1.52%	-0.26%	-0.09%	連二週賣超	買轉賣			14.85	-4.19%
櫃生技	4744	皇將	50.0	0.0	-45.0	-9	-45	-0.10%	-0.02%	-0.10%	買轉賣	連三週買超			37.4	-5.67%
光電	3481	群創	106413.0	0.0	83192.0	97110	-9302	0.86%	1.00%	-0.10%	買轉賣	連二週買超	連三週買超		7.79	2.50%
櫃電腦	6160	欣技	-2.0	0.0	-74.0	-68	-66	-0.11%	-0.10%	-0.10%	買轉賣	連二週賣超		創新低	11.4	-6.56%
櫃資服	5310	天剛	-1.0	0.0	-124.0	-49	-48	-0.25%	-0.10%	-0.10%	買轉賣				8.55	-28.15%
電子零組件	2460	建通	16.0	0.0	-157.0	-152	-164	-0.09%	-0.09%	-0.10%	連二週賣超	連二週買超			8.48	4.56%
電機	1507	永大	-202.0	0.0	-552.0	-123	-399	-0.13%	-0.03%	-0.10%	連三週賣超	連三週賣超			56.4	-0.53%
電器電纜	1604	聲寶	688.0	0.0	1690.0	154	-378	0.44%	0.04%	-0.10%	買轉賣	連三週買超			21.1	0.96%
其他	6581	鋼聯	38.0	0.0	-82.0	-77	-109	-0.07%	-0.07%	-0.10%	連三週賣超	連二週買超		創新低	62.0	-4.02%
電子零組件	2313	華通	15259.0	0.0	14237.0	11679	-1170	1.19%	0.98%	-0.10%	買轉賣	賣轉買	連二週買超		45.0	1.69%
其它電子	2354	鴻準	795.0	0.0	-709.0	848	-1392	-0.05%	0.06%	-0.10%	買轉賣	賣轉買	連二週賣超		53.8	-3.06%
半導體	2330	台積電	67985.0	0.0	42336.0	44081	-25649	0.16%	0.17%	-0.10%	買轉賣	連二週買超	連三週買超		316.0	1.44%
紡織	1464	得力	-153.0	0.0	-365.0	-499	-381	-0.09%	-0.13%	-0.10%	連二週賣超	買轉賣		創新低	20.7	-5.26%
櫃生技	4747	強生	42.0	0.0	0.0	0	-30	0.00%	0.00%	-0.10%	連三週賣超	連三週買超		創新低	39.55	-9.91%
光電	2489	瑞軒	787.0	0.0	727.0	-161	-812	0.09%	-0.02%	-0.10%	買轉賣	賣轉買			7.48	-3.48%
航運	2606	裕民	-2991.0	0.0	-4543.0	-3295	-854	-0.54%	-0.39%	-0.10%	買轉賣	買轉賣	連二週賣超		30.4	-5.15%
櫃觀光	3252	海灣	-13.0	0.0	-415.0	-60	-51	-0.83%	-0.12%	-0.10%	買轉賣				16.05	0.94%
電機	1529	樂士	133.0	0.0	-1024.0	0	-99	-1.07%	0.00%	-0.10%	連二週賣超	連二週買超		創新低	15.5	-3.43%
光電	3019	亞光	-2978.0	0.0	-2485.0	-1321	-290	-0.88%	-0.47%	-0.10%	買轉賣	連三週賣超			68.8	-5.10%
化學	1711	永光	507.0	0.0	1192.0	-164	-567	0.22%	-0.03%	-0.10%	連二週賣超	賣轉買		創新低	14.2	-4.38%
電子零組件	4912	聯德控股-KY	-10.0	0.0	-57.0	-14	-49	-0.12%	-0.03%	-0.10%	買轉賣	連二週賣超			85.2	-7.29%
電機	4526	東台	-50.0	0.0	577.0	-305	-266	0.23%	-0.12%	-0.10%	買轉賣	連三週賣超			12.9	-4.80%
半導體	2451	創見	-1756.0	0.0	-1768.0	-2231	-450	-0.41%	-0.52%	-0.10%	連二週賣超	連三週賣超	連三週買超		70.7	-3.42%
其他	8499	鼎炫-KY	79.0	0.0	0.0	0	-54	0.00%	0.00%	-0.11%	連三週賣超	連三週買超	連三週買超	創新低	110.0	-2.22%
鋼鐵	5007	三星	-22.0	0.0	-331.0	-914	-314	-0.11%	-0.31%	-0.11%	連三週賣超	連三週賣超			45.2	-0.55%
食品	1256	鮮活果汁-KY	2.0	0.0	-36.0	0	-37	-0.11%	0.00%	-0.11%	買轉賣	連二週買超			210.0	-2.55%
半導體	6271	同欣電	5599.0	-329.0	3294.0	2563	-181	1.99%	1.55%	-0.11%	連二週賣超	賣轉買	連三週買超	創新低	145.0	3.20%
櫃資服	5403	中菲	78.0	0.0	-20.0	-12	-69	-0.03%	-0.02%	-0.11%	連三週賣超	連三週買超			53.0	0.95%
櫃生技	4174	浩鼎	-372.0	0.0	-470.0	0	-208	-0.25%	0.00%	-0.11%	連三週賣超	連三週賣超			109.0	-3.96%
櫃電零	1336	台翰	116.0	0.0	322.0	0	-86	0.42%	0.00%	-0.11%	連二週賣超	連二週買超		創新低	15.65	-0.63%
塑膠	1314	中石化	-926.0	0.0	-1792.0	-4598	-3673	-0.05%	-0.14%	-0.11%	買轉賣	連三週賣超			8.25	-3.06%
櫃生技	6472	保瑞	40.0	0.0	-21.0	-20	-47	-0.05%	-0.05%	-0.11%	連二週賣超	買轉賣	連二週賣超		161.5	3.53%
其他	9955	佳龍	156.0	0.0	7.0	0	-117	0.01%	0.00%	-0.11%	買轉賣	賣轉買			16.0	-3.32%
其他	2348	海悅	515.0	0.0	267.0	647	-100	0.31%	0.74%	-0.11%	連二週賣超	連三週買超			75.0	-8.09%
營建	2506	太設	122.0	0.0	-449.0	-348	-443	-0.12%	-0.09%	-0.11%	連二週賣超	賣轉買			9.05	-0.33%
營建	2535	達欣工	-1218.0	0.0	-1334.0	-1309	-372	-0.42%	-0.41%	-0.12%	買轉賣	連三週賣超			22.4	1.36%
電腦週邊	3706	神達	-12749.0	0.0	-9519.0	-11957	-1263	-0.88%	-1.11%	-0.12%	連三週賣超	連三週賣超	連二週賣超	創新低	31.5	-3.23%
櫃其他	8426	紅木-KY	6.0	0.0	-56.0	-55	-59	-0.11%	-0.11%	-0.12%	連二週賣超	賣轉買		創新低	14.2	1.07%
櫃電機	2230	泰茂	10.0	0.0	-114.0	-39	-47	-0.29%	-0.10%	-0.12%	連三週賣超	賣轉買		創新低	12.3	0.82%
電機	1541	錩泰	9.0	0.0	-87.0	-86	-93	-0.11%	-0.11%	-0.12%	連三週賣超	連二週買超		創新低	36.1	-7.67%
貿易百貨	2908	特力	247.0	0.0	189.0	-407	-602	0.04%	-0.08%	-0.12%	連三週賣超	賣轉買			20.95	2.20%
櫃光電	3516	亞帝歐	-7.0	0.0	195.0	-65	-60	0.39%	-0.13%	-0.12%					11.9	10.70%
其它電子	2312	金寶	316.0	0.0	235.0	-1466	-1748	0.02%	-0.10%	-0.12%	連三週賣超	連三週買超		創新低	11.1	-6.72%
通信網路	3062	建漢	-215.0	0.0	486.0	-558	-392	0.15%	-0.17%	-0.12%	連二週賣超	連三週賣超			14.05	-6.33%
食品	1235	興泰	2.0	0.0	413.0	-118	-119	0.42%	-0.12%	-0.12%	連二週賣超				25.45	-2.12%
櫃觀光	5704	老爺知	-4.0	0.0	-49.0	-50	-47	-0.13%	-0.13%	-0.12%	連三週賣超	連二週賣超		創新低	29.2	0.69%
營建	2536	宏普	-1023.0	0.0	-249.0	-1198	-410	-0.07%	-0.36%	-0.12%	連二週賣超	連三週賣超			23.2	-2.32%
塑膠	1312	國喬	2718.0	-46.0	883.0	1087	-1126	0.10%	0.12%	-0.12%	買轉賣	連二週買超			14.85	-2.94%
營建	2597	潤弘	188.0	0.0	-32.0	0	-168	-0.02%	0.00%	-0.12%	買轉賣	連二週買超			64.3	-0.46%
櫃生技	1777	生泰	46.0	0.0	-6.0	-6	-38	-0.02%	-0.02%	-0.13%	連三週賣超	連三週買超			87.5	-1.35%
其它電子	5225	東科-KY	108.0	0.0	16.0	0	-80	0.03%	0.00%	-0.13%	連二週賣超	連二週買超			24.7	-7.14%
水泥	1103	嘉泥	287.0	0.0	1446.0	-774	-1009	0.19%	-0.10%	-0.13%	買轉賣	賣轉買			16.85	-0.59%
櫃資服	6231	系微	-76.0	0.0	-104.0	-1259	-50	-0.27%	-3.31%	-0.13%	買轉賣	賣轉買			86.7	-15.41%
電機	8996	高力	-1238.0	10.0	-1000.0	-44	-118	-1.12%	-0.05%	-0.13%	連三週賣超	買轉賣	連二週賣超	創新低	65.0	-10.84%
光電	3024	憶聲	82.0	0.0	1555.0	-304	-368	0.56%	-0.11%	-0.13%	買轉賣	賣轉買			8.1	-3.11%
櫃化工	4706	大恭	3.0	0.0	-106.0	-102	-105	-0.13%	-0.13%	-0.13%	買轉賣	賣轉買		創新低	16.0	-3.03%
半導體	8028	昇陽半導體	-1796.0	0.0	-1487.0	-1747	-176	-1.12%	-1.32%	-0.13%	買轉賣	買轉賣			55.9	-2.95%
橡膠	2106	建大	474.0	0.0	-682.0	-786	-1175	-0.08%	-0.09%	-0.13%	連三週賣超	賣轉買			28.7	-3.53%
櫃生技	4162	智擎	-276.0	0.0	-398.0	880	-198	-0.27%	0.60%	-0.13%	連二週賣超	賣轉買	買轉賣	創新低	68.8	-11.91%
光電	8104	錸寶	79.0	0.0	-35.0	0	-92	-0.05%	0.00%	-0.14%	連三週賣超	連二週買超		創新低	40.3	-6.71%
櫃通信	6470	宇智	-27.0	0.0	-77.0	-65	-45	-0.24%	-0.20%	-0.14%	連二週賣超	連三週賣超			43.95	1.15%
營建	2543	皇昌	28.0	0.0	-298.0	-314	-336	-0.12%	-0.13%	-0.14%	買轉賣	連二週買超			6.45	-1.07%
其他	9930	中聯資源	101.0	0.0	-259.0	-273	-349	-0.10%	-0.11%	-0.14%	連三週賣超	連二週買超		創新低	45.1	0.00%
櫃半導	4991	環宇-KY	119.0	0.0	-45.0	-1032	-131	-0.05%	-1.13%	-0.14%	買轉賣	連二週買超			52.0	-4.06%
櫃營建	4113	聯上	-70.0	0.0	-352.0	-358	-305	-0.17%	-0.17%	-0.14%	買轉賣	買轉賣			13.7	3.79%
營建	2841	台開	875.0	0.0	1042.0	-380	-1100	0.14%	-0.05%	-0.14%	買轉賣	連三週買超			6.53	-4.53%
資訊服務	6183	關貿	-132.0	0.0	-226.0	-315	-217	-0.15%	-0.21%	-0.14%	買轉賣	賣轉買			48.05	-10.52%
電子通路	3010	華立	-1445.0	1.0	-1407.0	-2406	-338	-0.61%	-1.04%	-0.15%	買轉賣	連三週賣超			54.5	-3.02%
營建	2547	日勝生	-249.0	0.0	-1717.0	-1550	-1343	-0.19%	-0.17%	-0.15%	連二週賣超	連三週賣超			9.9	-1.49%
櫃光電	6244	茂迪	0.0	0.0	548.0	-810	-811	0.10%	-0.15%	-0.15%	連三週賣超				7.14	-6.05%
電子零組件	8249	菱光	-623.0	0.0	-711.0	-660	-191	-0.56%	-0.52%	-0.15%	連二週賣超	連三週賣超			18.0	-4.00%
櫃半導	5347	世界	7989.0	-273.0	4168.0	3277	-2497	0.25%	0.20%	-0.15%	買轉賣	連二週買超	賣轉買		75.7	1.75%
營建	2501	國建	605.0	-7.0	657.0	-1275	-1784	0.06%	-0.11%	-0.15%	連三週賣超	連三週賣超			19.95	-3.62%
其他	2496	卓越	-116.0	0.0	-110.0	-10	-27	-0.63%	-0.06%	-0.15%	買轉賣	連三週賣超			69.5	-2.39%
紡織	4438	廣越	36.0	0.0	-136.0	299	-160	-0.13%	0.29%	-0.15%	買轉賣	連二週買超			131.5	-6.07%
櫃通信	6561	是方	139.0	0.0	-37.0	-28	-109	-0.05%	-0.04%	-0.16%	連三週賣超	連三週買超	連三週買超	創新低	396.0	1.15%
汽車	1339	昭輝	159.0	0.0	0.0	0	-116	0.00%	0.00%	-0.16%	連二週賣超	連二週買超			43.0	-7.03%
塑膠	1315	達新	317.0	0.0	-240.0	-79	-312	-0.12%	-0.04%	-0.16%	連三週賣超	賣轉買		創新低	56.3	-2.60%
櫃光電	3691	碩禾	16.0	0.0	-90.0	-89	-101	-0.14%	-0.14%	-0.16%	連三週賣超	連二週買超		創新低	89.5	-2.40%
櫃通信	5353	台林	0.0	0.0	-131.0	-119	-120	-0.17%	-0.16%	-0.16%	買轉賣				18.0	-3.74%
通信網路	2485	兆赫	-10.0	0.0	763.0	-540	-532	0.24%	-0.17%	-0.17%	連二週賣超	買轉賣		創新低	16.15	-5.28%
櫃生技	8406	金可-KY	-665.0	0.0	-602.0	-64	-155	-0.65%	-0.07%	-0.17%	買轉賣	買轉賣			147.5	-9.79%
電子零組件	2493	揚博	414.0	0.0	6.0	114	-192	0.01%	0.10%	-0.17%	連二週賣超	連二週買超			34.05	-3.81%
櫃電零	6292	迅德	-6.0	0.0	-84.0	-84	-79	-0.18%	-0.18%	-0.17%	買轉賣	連三週賣超			35.65	-4.42%
汽車	4557	永新-KY	19.0	0.0	-55.0	-51	-68	-0.14%	-0.13%	-0.17%	買轉賣	賣轉買			70.2	-0.14%
電機	2371	大同	2730.0	0.0	71.0	-1403	-4055	0.00%	-0.06%	-0.17%	連三週賣超	連二週買超	連二週賣超	創新低	21.05	-3.44%
其他	9914	美利達	2868.0	-152.0	1236.0	1704	-521	0.41%	0.57%	-0.17%	連二週賣超	連三週買超	賣轉買		190.0	0.80%
航運	2208	台船	-153.0	0.0	-688.0	-945	-826	-0.15%	-0.20%	-0.17%	連二週賣超	連三週買超			23.75	-5.75%
櫃生技	6535	順藥	9.0	0.0	-218.0	-200	-206	-0.19%	-0.17%	-0.18%	連二週賣超	連二週買超		創新低	35.9	6.37%
資訊服務	2480	敦陽	213.0	0.0	-36.0	489	-188	-0.03%	0.46%	-0.18%	買轉賣	連三週買超			71.3	-3.91%
紡織	1452	宏益	67.0	0.0	231.0	-185	-236	0.17%	-0.14%	-0.18%	買轉賣	賣轉買			17.1	-0.29%
營建	2548	華固	-2867.0	-1057.0	-3634.0	-2380	-497	-1.31%	-0.86%	-0.18%	連二週賣超	連三週賣超	買轉賣		87.0	-11.31%
塑膠	1310	台苯	-1512.0	0.0	-964.0	-2164	-964	-0.18%	-0.41%	-0.18%	連二週賣超	連三週賣超			16.25	-3.56%
電器電纜	1608	華榮	523.0	0.0	477.0	-759	-1182	0.08%	-0.12%	-0.19%	買轉賣	連二週買超			9.38	-0.85%
油電燃氣	2616	山隆	163.0	0.0	-142.0	-137	-259	-0.10%	-0.10%	-0.19%	連三週賣超	連三週買超			31.05	0.16%
紡織	1465	偉全	55.0	0.0	-482.0	-155	-196	-0.47%	-0.15%	-0.19%	連三週賣超	連二週買超		創新低	15.25	-0.97%
電腦週邊	2425	承啟	-134.0	0.0	-164.0	-294	-194	-0.16%	-0.29%	-0.19%	買轉賣	連三週賣超			24.2	0.00%
櫃電腦	5386	青雲	59.0	0.0	0.0	0	-43	0.00%	0.00%	-0.19%	買轉賣	賣轉買			29.7	-1.33%
櫃其他	5306	桂盟	1135.0	0.0	528.0	415	-242	0.42%	0.33%	-0.19%	買轉賣	連二週買超	連三週買超		140.0	7.69%
化學	1710	東聯	-1119.0	0.0	-1659.0	-2657	-1729	-0.19%	-0.30%	-0.20%	連二週賣超	買轉賣	連三週賣超	創新低	16.25	-8.19%
櫃通路	8084	巨虹	97.0	0.0	-593.0	-60	-131	-0.88%	-0.09%	-0.20%	連二週賣超	連二週買超		創新低	50.0	8.46%
櫃觀光	3522	御頂	6.0	0.0	-220.0	-137	-142	-0.30%	-0.19%	-0.20%	連三週賣超	賣轉買		創新低	12.0	-1.64%
紡織	1410	南染	326.0	0.0	93.0	113	-126	0.15%	0.18%	-0.20%	買轉賣	連三週買超			31.4	0.32%
電腦週邊	2405	浩鑫	-505.0	0.0	23.0	-1098	-705	0.01%	-0.32%	-0.21%	連二週賣超	買轉賣			9.29	-9.37%
營建	5515	建國	90.0	0.0	-497.0	-481	-550	-0.19%	-0.18%	-0.21%	連三週賣超	連二週買超			10.35	-0.48%
半導體	6257	矽格	-1226.0	0.0	-1473.0	-1812	-869	-0.35%	-0.43%	-0.21%	連三週賣超	連三週賣超	連三週買超		37.0	-3.39%
櫃電機	4543	萬在	-2.0	0.0	-118.0	-119	-118	-0.21%	-0.21%	-0.21%	連三週賣超	買轉賣			15.3	0.33%
觀光	5706	鳳凰	15.0	0.0	-115.0	-116	-128	-0.19%	-0.19%	-0.21%	連三週賣超	賣轉買			34.45	-4.04%
水泥	1109	信大	-308.0	0.0	-587.0	-957	-719	-0.17%	-0.28%	-0.21%	買轉賣	連三週賣超	賣轉買		17.8	-2.73%
櫃文創	4946	辣椒	79.0	0.0	0.0	0	-58	0.00%	0.00%	-0.21%	買轉賣	賣轉買		創新低	12.85	0.39%
櫃農科	6508	惠光	51.0	0.0	-185.0	-144	-182	-0.22%	-0.17%	-0.21%	連三週賣超	連三週買超		創新低	32.4	-4.57%
通信網路	2419	仲琦	66.0	0.0	-435.0	-657	-708	-0.13%	-0.20%	-0.22%	連二週賣超	連二週買超			20.55	-3.75%
生技醫療	4108	懷特	318.0	0.0	871.0	-114	-354	0.53%	-0.07%	-0.22%	連二週賣超	連二週買超			23.1	16.67%
半導體	6525	捷敏-KY	343.0	0.0	-34.0	0	-282	-0.03%	0.00%	-0.22%	連二週賣超	賣轉買		創新低	63.2	0.64%
生技醫療	4142	國光	-10750.0	0.0	-8841.0	-8996	-896	-2.16%	-2.20%	-0.22%	買轉賣	買轉賣	連三週賣超		62.2	18.93%
光電	4934	太極	580.0	0.0	1291.0	0	-440	0.65%	0.00%	-0.22%	連二週賣超	連二週買超			16.1	-9.55%
櫃光電	3630	新鉅科	21.0	0.0	-397.0	-665	-412	-0.21%	-0.36%	-0.22%	連二週賣超	連三週買超	連二週賣超		50.6	-3.98%
橡膠	2104	中橡	-6646.0	0.0	-7869.0	-7779	-2220	-0.80%	-0.79%	-0.23%	連三週賣超	買轉賣		創新低	19.95	-9.52%
光電	6209	今國光	-96.0	0.0	-456.0	-440	-368	-0.28%	-0.27%	-0.23%	連二週賣超	買轉賣			22.15	-3.70%
櫃生技	4129	聯合	18.0	0.0	-503.0	-168	-182	-0.63%	-0.21%	-0.23%	連三週賣超	賣轉買			33.6	-3.86%
櫃航運	5603	陸海	51.0	0.0	-320.0	-140	-179	-0.41%	-0.18%	-0.23%	連三週賣超			創新低	9.48	0.00%
化學	1714	和桐	-357.0	0.0	1977.0	-2643	-2341	0.19%	-0.26%	-0.23%	買轉賣	買轉賣			7.12	-3.91%
櫃觀光	2736	高野	0.0	0.0	-517.0	-112	-113	-1.06%	-0.23%	-0.23%	連三週賣超	買轉賣		創新低	14.75	-9.79%
櫃通路	3224	三顧	33.0	0.0	-111.0	-116	-134	-0.19%	-0.20%	-0.23%	買轉賣	賣轉買			51.0	-1.16%
電器電纜	1612	宏泰	129.0	0.0	-975.0	-632	-732	-0.31%	-0.20%	-0.23%	買轉賣	連二週買超			10.35	0.98%
電機	1506	正道	-211.0	0.0	-294.0	-538	-378	-0.18%	-0.33%	-0.23%	連三週賣超	買轉賣			12.25	-2.78%
其他	9921	巨大	1663.0	0.0	177.0	4013	-872	0.05%	1.07%	-0.23%	連三週賣超	連三週買超	賣轉買		260.5	3.37%
電腦週邊	6277	宏正	300.0	0.0	-69.0	-23	-281	-0.06%	-0.02%	-0.24%	連三週賣超	連三週買超		創新低	89.6	-0.99%
